"fiscal_year","canonical_id","canonical_name","facility_name","facility_city","facility_state","detloc","facility_address","facility_zip","facility_type_detailed","facility_male_female","adp","source","facility_type_wiki","facility_aor","facility_average_length_of_stay_alos","adp_detainee_classification_level_a","adp_detainee_classification_level_b","adp_detainee_classification_level_c","adp_detainee_classification_level_d","adp_criminality_male_crim","adp_criminality_male_non_crim","adp_criminality_female_crim","adp_criminality_female_non_crim","adp_ice_threat_level_1","adp_ice_threat_level_2","adp_ice_threat_level_3","adp_no_ice_threat_level","adp_mandatory","inspections_guaranteed_minimum","inspections_last_inspection_type","inspections_last_inspection_standard","inspections_last_inspection_rating_final","inspections_last_inspection_date","inspections_second_to_last_inspection_type","inspections_second_to_last_inspection_standard","inspections_second_to_last_inspection_rating","inspections_second_to_last_inspection_date","sum_classification_levels","sum_criminality_levels","sum_threat_levels","share_non_crim","share_no_threat","inspections_odo_inspection_end_date","inspections_odo_last_inspection_standard","inspections_odo_final_rating","inspections_last_nakamoto_inspection_standard","inspections_last_nakamoto_inspection_rating_final","inspections_last_nakamoto_inspection_date","inspections_second_to_last_nakamoto_inspection_type","inspections_second_to_last_nakamoto_inspection_standard","inspections_second_to_last_nakamoto_inspection_date","inspections_last_inspection_end_date","inspections_pending_inspection","inspections_last_final_rating"
"FY17",1005,"Otero County Prison Facility","Otero County Prison Facility","Chaparral","NM","OTROPNM","10 Mcgregor Range Road","88081","USMS IGA","Female/Male",89,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY17",1006,"York County Detention Center","York County Detention Center","York","SC","YORCOSC","1675-3a York Hwy","29745","USMS IGA","Male",43,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY17",1007,"Willacy County Regional Detention Facility","Willacy County Regional Detention Facility","Raymondville","TX","WCRDFTX","1601 Buffalo Drive","78580","USMS IGA","Male",39,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY17",1008,"Ramsey County Adult Detention Center","Ramsey County Adult Detention Center","St. Paul","MN","RAADCMN","425 Grove Street","55101","USMS IGA","Female/Male",4,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY17",1009,"Dearborn Police Department","Dearborn Police Department","Dearborn","MI","DEAPDMI","16099 Michigan Ave","48126","IGSA","Female/Male",3,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY17",1010,"Wayne County Jail","Wayne County Jail","Lyons","NY","WAYNENY","7368 State Route 31","14489","USMS IGA","Female",2,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY17",1011,"Hall County Jail","Hall County Jail","Gainesville","GA","HALLJGA","1700 Barber Road","30507","USMS IGA","Male",2,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY17",1012,"Mecklenburg County Detention Center North","Mecklenburg County Detention Center North","Charlotte","NC","MECKLNC","5234 Spector Drive","28202","USMS IGA","Female/Male",2,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY17",1013,"Alexandria City Jail","Alexandria City Jail","Alexandria","VA","ALEXAVA","2003 Mill Road","22314","USMS IGA","Female/Male",2,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY17",1014,"Josephine County Jail","Josephine County Jail","Grants Pass","OR","JOSEPOR","1901 Northeast F Street","97526","USMS IGA","Male",1,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY17",1015,"Rock Island County Correctional Center","Rock Island County Correctional Center","Rock Island","IL","ROCKIIL","1317 3rd Avenue","61201","USMS IGA","Male",1,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY17",1016,"El Paso County Criminal Justice Center","El Paso County Criminal Justice Center","Colorado Springs","CO","ELPASCO","2739 East Las Vegas","80906","IGSA","Female/Male",1,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY17",1017,"Elgin Police Department","Elgin Police Department","Elgin","IL","ELGPDIL","151 Douglas Avenue","60120","IGSA","Male",1,"faclist17","Jail/Prison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",348,"Stewart Detention Center","Stewart Detention Center","Lumpkin","GA","STWRTGA","146 Cca Road","31815","DIGSA","Male",1910.6,NA,"Dedicated Migrant Detention Center","ATL",44.8,1150.2,315,237.9,207.5,883,1027.4,0.1,0,316,202.3,369,1023.2,1507.3,1600,"Regular","PBNDS 2011","Meets Standard","5/9/2019","Regular","PBNDS 2011","Meets Standard","2018-05-03",1910.6,1910.5,1910.5,0.537764982988746,0.535566605600628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",343,"South Texas ICE Processing Center","South Texas ICE Processing Center","Pearsall","TX","STCDFTX","566 Veterans Drive","78061","CDF","Female/Male",1788.1,NA,"Private Migrant Detention Center","SNA",30.3,1222.7,271.9,189.5,104,790.5,798.4,74.2,124.9,135.6,156.9,582.7,912.8,1268.3,1350,"Regular","PBNDS 2011","Meets Standard","2/28/2019","Regular","PBNDS 2011","Meets Standard","2018-03-22",1788.1,1788,1788,0.516387024608501,0.510514541387025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",105,"Adelanto ICE Processing Center","Adelanto ICE Processing Center","Adelanto","CA","ADLNTCA","10250 Rancho Road","92301","DIGSA","Female/Male",1710.9,NA,"Dedicated Migrant Detention Center","LOS",53.5,978.6,96,259.1,377.2,642.1,811.2,89.4,168.1,394.1,180.7,153.4,982.6,1343.9,1455,"Regular","PBNDS 2011","Meets Standard","11/21/2019","Regular","PBNDS 2011","Pending","2019-11-20",1710.9,1710.8,1710.8,0.572422258592471,0.57435118073416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",123,"Eloy Detention Center","Eloy Detention Center","Eloy","AZ","EAZ","1705 East Hanna Rd.","85131","DIGSA","Female/Male",1451.4,NA,"Dedicated Migrant Detention Center","PHO",39.8,1148.9,120.7,104.5,77.3,223.3,517.1,109.1,601.8,81.1,63.3,189.7,1117.3,964.6,NA,"Regular","PBNDS 2011","Meets Standard","2/6/2020","Regular","PBNDS 2011","Meets Standard","2019-02-07",1451.4,1451.3,1451.4,0.77096396334321,0.769808460796472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",357,"Northwest ICE Processing Center","Tacoma ICE Processing Center (Northwest Detention Center)","Tacoma","WA","CSCNWWA","1623 E. J Street","98421","CDF","Female/Male",1341.7,NA,"Private Migrant Detention Center","SEA",73.6,666.4,195.7,247.5,232.1,582.1,530.8,55.2,173.6,316.3,154.1,165.2,706,950.7,1181,"Regular","PBNDS 2011","Meets Standard","5/16/2019","Regular","PBNDS 2011","Meets Standard","2018-04-19",1341.7,1341.7,1341.6,0.525005589923232,0.52623732856291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",313,"Port Isabel Detention Center","Port Isabel","Los Fresnos","TX","PIC","27991 Buena Vista Boulevard","78566","SPC","Female/Male",1231.3,NA,"ICE Migrant Detention Center","SNA",6.8,1162.7,43.6,10.1,14.9,200.2,851.8,22.6,156.6,42.9,45.3,135.4,1007.7,1062.3,800,"Regular","PBNDS 2011","Meets Standard","1/30/2020","Regular","PBNDS 2011","Meets Standard","2019-01-31",1231.3,1231.2,1231.3,0.819038336582196,0.818403313571023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",199,"La Palma Correctional Center","La Palma Correctional Center","Eloy","AZ","LPLCCAZ","5501 North La Palma Road","85131","IGSA","Male",1221.5,NA,"Jail/Prison","PHO",51.3,965.9,133.1,79.9,42.6,282.6,938.6,0,0.4,47.8,41.9,195.6,936.4,797.9,650,"Regular","PBNDS 2011","Meets Standard","6/27/2019","N/A",NA,NA,NA,1221.5,1221.6,1221.7,0.768664047151277,0.766472947532127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",208,"Central Louisiana ICE Processing Center (CLIPC)","Lasalle ICE Processing Center (Jena)","Jena","LA","JENADLA","830 Pinehill Road","71342","DIGSA","Female/Male",1179.2,NA,"Dedicated Migrant Detention Center","NOL",37.1,348.3,304.4,419.8,106.7,569.9,410.5,79.7,119,274,164.5,211,529.8,653.4,1170,"Regular","PBNDS 2011","Meets Standard","9/26/2019","Regular","PBNDS 2011","Meets Standard","2018-09-27",1179.2,1179.1,1179.3,0.449071325587312,0.449249554820656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",358,"Tallahatchie County Correctional Facility","Tallahatchie County Correctional Facility","Tutwiler","MS","TALLAMS","415 U.s. Highway 49 North","38963","USMS IGA","Male",1110.7,NA,"Jail/Prison","NOL",30.7,1043.6,61,5,1.1,141.3,969,0.1,0.2,2.2,6,134.8,967.7,1060.8,NA,"Regular","NDS","Acceptable","8/15/2019","N/A",NA,NA,NA,1110.7,1110.6,1110.7,0.872681433459391,0.871252363374449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",341,"South Texas Family Residential Center","South Texas Family Residential Center","Dilley","TX",NA,"1925 West Highway 85","78017","FAMILY","Female/Male",1075.3,NA,"Family Detention Center","SNA",12.2,1071.4,3.5,0.3,0.1,0,266.4,3.2,805.8,0,0.1,3.3,1072,730.6,2400,"Regular","JFRMU Family","Pending","1/9/2020","Regular","JFRMU Family","Pending","2019-11-13",1075.3,1075.4,1075.4,0.997024363027711,0.996838385716942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",281,"Otay Mesa Detention Center","Otay Mesa Detention Center (San Diego Cdf)","San Diego","CA","CCASDCA","7488 Calzada De La Fuente","92154","USMS CDF","Female/Male",966,NA,"Private Migrant Detention Center","SND",87.4,642.7,173.7,69.3,80.3,261.3,547.4,26,131.2,152.2,54.2,79.2,680.4,774.7,750,"Regular","PBNDS 2011","Meets Standard","1/24/2020","Regular","PBNDS 2011","Meets Standard","2019-01-25",966,965.9,966,0.702557200538358,0.704347826086956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",283,"Otero County Processing Center","Otero County Processing Center","Chaparral","NM","OTRPCNM","26 Mcgregor Range Road","88081","DIGSA","Male",957.9,NA,"Dedicated Migrant Detention Center","ELP",51.7,575.4,323.3,39.2,20,421,536.9,0,0,38.7,47.6,343.6,528,735.1,NA,"Regular","PBNDS 2011","Meets Standard","1/30/2020","Regular","PBNDS 2011","Meets Standard","2019-01-31",957.9,957.9,957.9,0.560496920346591,0.5512057626057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",244,"Montgomery ICE Processing Center","Montgomery ICE Processing Center","Conroe","TX","MTGPCTX","806 Hilbig Rd","77301","CDF","Female/Male",951.1,NA,"Private Migrant Detention Center","HOU",19.5,350.9,260.3,151.8,188.1,499.7,327.8,46.1,77.5,230.6,137.5,192.2,390.8,549.1,750,"Regular","PBNDS 2011","Meets Standard","12/19/2019","Regular","PBNDS 2011","Meets Standard","2018-12-20",951.1,951.1,951.1,0.426138155819577,0.410892650615077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",171,"IAH Secure Adult Detention Facility (Polk)","IAH Secure Adult Detention Facility (Polk)","Livingston","TX","POLKCTX","3400 Fm 350 South","77351","IGSA","Male",908.9,NA,"Jail/Prison","HOU",54.6,669.7,123.3,67.7,48.2,222,687,0,0,54.6,45.8,131.8,676.8,671.5,NA,"Regular","NDS","Acceptable","1/9/2020","Regular","NDS","Acceptable","2019-01-10",908.9,909,909,0.755775577557756,0.744554455445545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",168,"Houston Processing Center","Houston Processing Center","Houston","TX","HOUICDF","15850 Export Plaza Drive","77032","CDF","Female/Male",908.1,NA,"Private Migrant Detention Center","HOU",35,446.8,225,138.8,97.5,348,377.9,46.7,135.5,98,99,215.6,495.5,699,750,"Regular","PBNDS 2011","Meets Standard","1/9/2020","Regular","PBNDS 2011","Meets Standard","2019-01-10",908.1,908.1,908.1,0.565356238299747,0.545644752780531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",101,"Denver Contract Detention Facility","Denver Contract Detention Facility","Aurora","CO","DENICDF","3130 N. Oakland St.","80010","CDF","Female/Male",888.5,NA,"Private Migrant Detention Center","DEN",62.5,435.3,122.4,214.9,115.9,393.2,434.6,19.7,40.9,171.8,131.3,111.3,474,657.2,525,"Regular","PBNDS 2011","Meets Standard","11/27/2019","Regular","PBNDS 2011","Meets Standard","2018-10-04",888.5,888.4,888.4,0.535231877532643,0.533543448896893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",292,"Pine Prairie ICE Processing Center","Pine Prairie ICE Processing Center","Pine Prairie","LA","PINEPLA","1133 Hampton Dupre Road","70576","DIGSA","Male",868,NA,"Dedicated Migrant Detention Center","NOL",62.9,509,202.6,123.7,32.7,253.1,614.8,0,0,54,56.7,145,612.3,621.2,NA,"Regular","PBNDS 2011","Meets Standard","4/25/2019","Regular","PBNDS 2011","Meets Standard","2018-04-26",868,867.9,868,0.708376541076161,0.705414746543779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",175,"Irwin County Detention Center","Irwin County Detention Center","Ocilla","GA","IRWINGA","132 Cotton Drive","31772","USMS IGA","Female/Male",850,NA,"Jail/Prison","ATL",42.4,409.7,242.7,105,92.6,309.6,270.5,108.2,161.6,171.9,111.3,141.7,424.9,534.4,NA,"Regular","PBNDS 2008","Meets Standard","6/13/2019","Regular","PBNDS 2008","Meets Standard","2018-06-14",850,849.9,849.8,0.508412754441699,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",182,"Joe Corley Processing Center","Joe Corley ICE Processing Center","Conroe","TX","JCRLYTX","500 Hilbig Rd.","77301","IGSA","Female/Male",844.1,NA,"Jail/Prison","HOU",33.9,594.7,115.8,65.3,68.3,215.3,300.7,32.4,295.8,76,43.9,139.1,585.1,698.8,NA,"Regular","PBNDS 2011","Meets Standard","11/15/2019","Regular","PBNDS 2011","Meets Standard","2018-11-16",844.1,844.2,844.1,0.706586117033878,0.693164317024049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",119,"El Paso Service Processing Center","El Paso Service Processing Center","El Paso","TX","EPC","8915 Montana Ave.","79925","SPC","Female/Male",812.7,NA,"ICE Migrant Detention Center","ELP",9.9,427.5,277.1,59.1,49,272.1,276.6,124.1,139.9,64.5,61.2,273,414,641,600,"Regular","PBNDS 2011","Meets Standard","12/12/2019","Regular","PBNDS 2011","Meets Standard","2018-12-13",812.7,812.7,812.7,0.512489233419466,0.509413067552602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",125,"Delaney Hall Detention Facility","Essex County Correctional Facility","Newark","NJ","ESSEXNJ","354 Doremus Avenue","7105","IGSA","Male",781.3,NA,"Jail/Prison","NEW",95.1,114.3,56,370.9,240.1,454.9,326.3,0.1,0.1,251.2,100.3,109.5,320.4,434.8,NA,"Regular","PBNDS 2011","Meets Standard","9/26/2019","Regular","PBNDS 2011","Meets Standard","2018-09-27",781.3,781.4,781.4,0.417711799334528,0.410033273611467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",197,"Krome North Service Processing Center","Krome North Service Processing Center","Miami","FL","KRO","18201 Southwest 12th Street","33194","SPC","Male",728.3,NA,"ICE Migrant Detention Center","MIA",24.5,290.2,87,174.3,176.8,397.8,330.2,0.3,0,177.6,107.4,115.7,327.6,495.1,450,"Regular","PBNDS 2011","Pending","2/13/2020","Regular","PBNDS 2011","Meets Standard","2019-02-14",728.3,728.3,728.3,0.453384594260607,0.449814636825484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",225,"Folkston Main IPC","Main - Folkston IPC (D Ray James)","Folkston","GA","FIPCMGA","3026 Highway 252 East","31537","DIGSA","Male",0,NA,"Dedicated Migrant Detention Center","ATL",59.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,"Regular","PBNDS 2011","Meets Standard","6/6/2019","Regular","PBNDS 2011","Meets Standard","2017-03-23",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",397,"York County Prison","York County Prison","York","PA","YORCOPA","3400 Concord Road","17402","IGSA","Female/Male",713.7,NA,"Jail/Prison","PHI",55.2,275.9,162.2,152.2,123.4,385.3,265.4,21.3,41.6,210,86.9,111,305.7,569.8,NA,"Regular","PBNDS 2008","Meets Standard","10/18/2019","Regular","PBNDS 2008","Meets Standard","2018-10-18",713.7,713.6,713.6,0.430213004484305,0.428391255605381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",120,"El Valle Detention Facility","El Valle Detention Facility","Raymondville","TX","ELVDFTX","1800 Industrial Drive","78580","IGSA","Female/Male",696.9,NA,"Jail/Prison","SNA",26.3,693.4,3.2,0.2,0.1,52.8,593.7,6.3,44,5,10.4,44.2,637.3,663.7,750,"Regular","PBNDS 2011","Meets Standard","10/24/2019","Regular","PBNDS 2011","Meets Standard","2018-12-06",696.9,696.8,696.9,0.915183696900115,0.914478404362175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",303,"Farmville Detention Center","Immigration Centers of America Farmville","Farmville","VA","FRMVLVA","508 Waterworks Road","23901","DIGSA","Male",693.1,NA,"Dedicated Migrant Detention Center","WAS",61.3,236.5,146.6,140.9,169.1,438.7,254.3,0.1,0,196.4,117.2,127.5,251.9,432.6,500,"Regular","PBNDS 2011","Meets Standard","2/28/2019","Regular","PBNDS 2011","Meets Standard","2018-03-08",693.1,693.1,693,0.366902322897129,0.363492063492063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",302,"Prairieland Detention Center","Prairieland Detention Facility","Alvarado","TX","PRLDCTX","1209 Sunflower Ln","76009","DIGSA","Female/Male",686.6,NA,"Dedicated Migrant Detention Center","DAL",20.8,335.8,114.2,133.2,103.4,368.5,255.4,32.1,30.6,166.9,94.7,139.9,285.1,420.5,NA,"Regular","PBNDS 2011","Meets Standard","2/13/2020","Regular","PBNDS 2011","Meets Standard","2019-02-14",686.6,686.6,686.6,0.416545295659773,0.415234488785319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",174,"Imperial Regional Detention Facility","Imperial Regional Detention Facility","Calexico","CA","IRADFCA","1572 Gateway","92231","CDF","Female/Male",667.5,NA,"Private Migrant Detention Center","SND",36.7,615.5,6.8,6.8,38.4,83.9,518.7,2.6,62.2,56.1,12.5,18.4,580.4,633.1,640,"Regular","PBNDS 2011","Meets Standard","1/16/2020","Regular","PBNDS 2011","Meets Standard","2019-01-17",667.5,667.4,667.4,0.870392568175008,0.869643392268505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",36,"Broward Transitional Center","Broward Transitional Center","Pompano Beach","FL","WCCPBFL","3900 North Powerline Road","33073","CDF","Female/Male",650.5,NA,"Private Migrant Detention Center","MIA",57.4,615.5,34.7,0.3,0,113.4,442.7,7.3,87.1,2.2,22.5,98.1,527.7,424.6,700,"Regular","PBNDS 2011","Meets Standard","10/31/2019","Regular","PBNDS 2011","Meets Standard","2018-11-01",650.5,650.5,650.5,0.814450422751729,0.811222136817833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",312,"Rio Grande Detention Center","Rio Grande Detention Center","Laredo","TX","RGRNDTX","1001 San Rio Boulevard","78046","USMS CDF","Male",613.1,NA,"Private Migrant Detention Center","SNA",25.5,586.6,26.4,0,0.1,115.7,497.3,0,0.2,3.1,11.2,102,496.8,583.6,275,"Regular","PBNDS 2008","Meets Standard","3/14/2019","Regular","PBNDS 2008","Meets Standard","2018-03-15",613.1,613.2,613.1,0.811317677756034,0.810308269450334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",38,"Buffalo (Batavia) Service Processing Center","Buffalo (Batavia) Service Processing Center","Batavia","NY","BTV","4250 Federal Drive","14020","SPC","Female/Male",611.1,NA,"ICE Migrant Detention Center","BUF",73.5,290,102.7,81,137.4,322.5,216.3,26.2,46.1,209.1,43.6,98.8,259.6,495.4,400,"Regular","PBNDS 2011","Meets Standard","4/4/2019","Regular","PBNDS 2011","Meets Standard","2018-03-22",611.1,611.1,611.1,0.429389625265914,0.424807723776796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",385,"West Texas Detention Facility","West Texas Detention Facility","Sierra Blanca","TX","WTXDFTX","401 S. Vaquero Ave.","79851","USMS IGA","Female/Male",590.2,NA,"Jail/Prison","ELP",34.3,236,321.8,24.1,8.3,264,131.9,110.1,84.3,19,56.9,298.3,216.1,510.8,NA,"Regular","NDS","Acceptable","8/8/2019","Regular","NDS","Acceptable","2018-08-09",590.2,590.3,590.3,0.366254446891411,0.36608504150432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",363,"Tornillo-Guadalupe POE","Tornillo-Guadalupe POE","Tornillo","TX",NA,"1400 Lower Island Rd","79853","Other","Female/Male",537.9,NA,"Other","ELP",45.5,529.5,8,0.2,0.2,0.1,425.8,0,112,0,0,0.3,537.6,1.2,NA,"N/A",NA,NA,NA,"N/A",NA,NA,NA,537.9,537.9,537.9,0.999814091838631,0.999442275515895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",178,"Jackson Parish Correctional Center","Jackson Parish Correctional Center","Jonesboro","LA","JKPCCLA","327 Industrial Drive","71251","IGSA","Female/Male",497.9,NA,"Jail/Prison","NOL",70.3,461.5,33.4,3,0,54,389.1,1.4,53.5,0.7,2.5,52.7,442.1,445.4,NA,"Regular","PBNDS 2011","Meets Standard","11/7/2019","N/A",NA,NA,NA,497.9,498,498,0.888755020080321,0.887751004016064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",356,"T. Don Hutto Detention Center","T Don Hutto Residential Center","Taylor","TX","CCAHUTX","1001 Welch Street","76574","FAMILY","Female",482.3,NA,"Family Detention Center","SNA",27.9,480.2,2.1,0,0,0,0.5,49.8,432.1,0.2,0.4,49.6,432.2,438.4,NA,"Regular","JFRMU Family","Pending","8/29/2019","N/A",NA,NA,NA,482.3,482.4,482.4,0.896766169154229,0.895936981757877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",199,"La Palma Correctional Center","La Palma Correction Center - Apso","Eloy","AZ","LPLCCAZ","5501 North La Palma Road","85131","IGSA","Male",481.6,NA,"Jail/Prison","PHO",32.9,391.1,89.5,0.7,0.3,81.2,400.4,0,0,4.1,5.4,71.9,400.2,326.6,650,"N/A",NA,NA,"New Facility","N/A",NA,NA,NA,481.6,481.6,481.6,0.831395348837209,0.830980066445183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",170,"Hudson County Correctional Center","Hudson County Correctional Center","Kearny","NJ","HUDSONJ","30-35 Hackensack Ave.","7032","IGSA","Female/Male",472.6,NA,"Jail/Prison","NYC",68,139.6,71.2,169.6,92.2,292,137.4,28.5,14.7,121.4,76.5,124.6,150,245.7,NA,"Regular","PBNDS 2008","Meets Standard","5/9/2019","Regular","PBNDS 2008","Meets Standard","2018-08-16",472.6,472.6,472.5,0.321836648328396,0.317460317460317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",391,"Winn Correctional Center","Winn Correctional Center","Winnfield","LA","LAWINCI","180 Cca Blvd","71483","IGSA","Male",449.8,NA,"Jail/Prison","NOL",56.3,406.8,34,6.7,2.3,33.5,416.4,0,0,3.3,4.4,25.5,416.6,308.3,1100,"Regular","PBNDS 2011","Meets Standard","10/10/2019","N/A",NA,NA,NA,449.8,449.9,449.8,0.925539008668593,0.926189417518897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FY19",190,"Karnes County Residential Center","Karnes County Civil Detention Center","Karnes City","TX","KCCDCTX","Fm 1144 At Us Highway 181","78118","FAMILY","Female/Male",431.5,NA,"Family Detention Center","SNA",35.7,422,8.9,0.5,0.1,0,0.2,14.4,416.9,0.3,2,12.1,417.1,345.8,830,"Regular","PBNDS 2011","Meets Standard","6/26/2014","Regular","PBNDS 2008","Meets Standard","2013-06-27",431.5,431.5,431.5,0.966628041714948,0.966628041714948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
